Column1,fiscal_yr,service_id,service_name_en,service_name_fr,service_standard_id,service_standard_en,service_standard_fr,type,gcss_tool_fiscal_yr,channel,channel_comments_en,channel_comments_fr,target_type,target,volume_meeting_target,total_volume,performance,comments_en,comments_fr,target_met,standards_targets_uri_en,standards_targets_uri_fr,performance_results_uri_en,performance_results_uri_fr,org_name_variant,org_id,department_en,department_fr,fy_org_id_service_id,New_standard,Standard_established,Explanation_in_comment,Published_on_website,Column3
11204,2023-2024,1855,Travel Information Program,Programme de renseignements aux voyageurs,STAN00005687,Mandatory Cyclical Revisions,Révisions cycliques obligatoires,ACY,,ONL,,,,,49,55,0.8909,,,,Not published on the web,Non publié sur le web,Not applicable,Non applicable,dfatd-maecd,126,Global Affairs Canada,Affaires mondiales Canada,2023-2024_126_1855,,,,Not applicable,
11213,2023-2024,1884,Accreditation services for events,Services d'accreditation pour les événements,8367,"Service standard encompasses delivery of accreditation service, near stated costing, and on strict, predetermined timeline","La norme de service englobe la livraison du service d'accreditation, un coût proche de celui indiqué en un laps de temps strict et prédéterminé.",ACY,,EML,,,,,,,,Tool to track volumes in development.,Outil de suivi des volumes en cours de développement.,,Not published on the web,Non publié sur le web,Not applicable,Non applicable,dfatd-maecd,126,Global Affairs Canada,Affaires mondiales Canada,2023-2024_126_1884,8367,,Tool to track volumes in development,Not applicable,
11216,2023-2024,3584,Compensation program due to extraordinary security measure during majors events,Programme d'indemnisation dû aux mesures de sécurité extraordinaire durant des événements majeurs,8369,"Service standard encompasses delivery of event, near stated costing, and on strict, predetermined timeline","La norme de service englobe la livraison de l'événement, un coût proche de celui indiqué en un laps de temps strict et prédéterminé.",TML,,EML,,,,,,,,Tool to track volumes in development.,Outil de suivi des volumes en cours de développement.,,Not published on the web,Non publié sur le web,Not applicable,Non applicable,dfatd-maecd,126,Global Affairs Canada,Affaires mondiales Canada,2023-2024_126_3584,8369,,Tool to track volumes in development,Not applicable,
11220,2023-2024,1699,Authentication of documents,Authentification des documents,STAN00005274,"Canada now is a party to the Apostille Convention, which simplifies the authentication process by removing the requirement for legalization for documents intended for use in other countries that are party to the convention. Documents authenticated by a Canadian competent authority will be issued an apostille certificate in the form of an “allonge,” which is a separate document that will be securely affixed to the underlying authenticated document.","Le Canada est désormais partie à la Convention Apostille, qui simplifie le processus d’authentification en supprimant l’exigence de légalisation des documents destinés à être utilisés dans d’autres pays parties à la convention. Les documents authentifiés par une autorité compétente canadienne recevront un certificat d’apostille sous forme d’ une « allonge », qui est un document distinct qui sera solidement apposé sur le document authentifié sous-jacent.",ACY,,POST,,,,,,20000,,,,,https://www.international.gc.ca/gac-amc/about-a_propos/services/authentication-authentification/step-etape-1.aspx?lang=eng#a6,https://www.international.gc.ca/gac-amc/about-a_propos/services/authentication-authentification/step-etape-1.aspx?lang=fra#a6,Not applicable,Non applicable,dfatd-maecd,126,Global Affairs Canada,Affaires mondiales Canada,2023-2024_126_1699,,,,Not applicable,
11221,2023-2024,SRV02838,Public Enquiries Services,Services de renseignements au public,STAN00005203,Answer enquiries by email and voice messages within 5 business days,Répond à des demandes par courriel et messages vocaux dans les 5 jours ouvrables.,TML,,EML,,,,,19224,19224,1,,,,Not published on the web,Non publié sur le web,Not applicable,Non applicable,dfatd-maecd,126,Global Affairs Canada,Affaires mondiales Canada,2023-2024_126_SRV02838,,,,Not applicable,
11235,2023-2024,SRV03126,Mission Readiness & Security Operations,Préparation des Missions et Opérations de Sécurité,8386,"Mission Secuity Feedback (CCTV, Floorplan, etc.)","Retour d'information sur la sécurité de mission (CCTV, plan d'étage, etc.",TML,,OTH,,,,,12,12,1,,,,Not published on the web,Non publié sur le web,Not applicable,Non applicable,dfatd-maecd,126,Global Affairs Canada,Affaires mondiales Canada,2023-2024_126_SRV03126,8386,,,Not applicable,
11236,2023-2024,SRV03151,Advice on Women Peace and Security,"Conseils sur les femmes, la paix et la sécurité",8387,Not applicable: The nature of this service is based on engagement with skateholder. We provide recommendations on requests for engagement by stakeholders based on an established set of criteria.,Sans objet : La nature de ce service est basée sur l'engagement avec le détenteur de la patinoire. Nous fournissons des recommandations sur les demandes d'engagement des parties prenantes sur la base d'un ensemble de critères établis.,TML,,PERSON,,,,,,207,,,,,Not published on the web,Non publié sur le web,Not applicable,Non applicable,dfatd-maecd,126,Global Affairs Canada,Affaires mondiales Canada,2023-2024_126_SRV03151,8387,No,Not defined  service standard,Not applicable,
11238,2023-2024,SRV03263,"Promoting and Protecting Democracy Fund (Pro-Dem) and the Inclusion, Diversity and Human Rights Fund (IDHR)","Fonds pour la promotion et la protection de la démocratie (Pro-Dem) et Fonds pour l'inclusion, la diversité et les droits de la personne (IDHR)",8389,"Promoting and Protecting Democracy Fund (Pro-Dem) and the Inclusion, Diversity and Human Rights Fund (IDHR)",Fournir aux promoteurs de projets une décision quant à savoir si leur proposition sera financée.,TML,,EML,,,,,,,,Tool to track volumes in development.,Outil de suivi des volumes en cours de développement.,,Not published on the web,Non publié sur le web,Not applicable,Non applicable,dfatd-maecd,126,Global Affairs Canada,Affaires mondiales Canada,2023-2024_126_SRV03263,8389,,Tool to track volumes in development,Not applicable,
11243,2023-2024,SRV03155,Anti-Crime and Counter-Terrorism Capacity Building Programs (AC/CTCBP),Programme d’aide au renforcement des capacités en matière de lute contre la criminalité et le terrorism,8499,Terms and Conditions for the Anti-Crime and Counter-Terrorism Capacity Building Programs,Modalités des programmes de renforcement des capacités en matière de lutte contre la criminalité et le terrorisme,OTH,,EML,,,,,,,,Tool to track volumes in development.,Outil de suivi des volumes en cours de développement.,,Not published on the web,Non publié sur le web,Not applicable,Non applicable,dfatd-maecd,126,Global Affairs Canada,Affaires mondiales Canada,2023-2024_126_SRV03155,8499,,Tool to track volumes in development,Not applicable,
11244,2023-2024,SRV03156,Application for a certificate - Mistaken identity,Demande d'attestation -  erreur d'identité,8500,SEMA Regulations require that the Minister arrive at a decision on applications for certificates in the case of mistaken identity within 30 days from the date on which the application was received.,Les règlements de la SEMA exigent que le ministre rende une décision sur les demandes de certificats en cas d'erreur d'identité dans les 30 jours à compter de la date de réception de la demande.,TML,,EML,,,,,0,0,,No application for this fiscal year.,Pas d'application pour cet exercice.,,Not published on the web,Non publié sur le web,Not applicable,Non applicable,dfatd-maecd,126,Global Affairs Canada,Affaires mondiales Canada,2023-2024_126_SRV03156,8500,,No application for this fiscal year,Not applicable,
11245,2023-2024,SRV03158,Application to no longer be a designated person,Demande de radiation,8501,Arrive at a decision on a given delisting application within 90 days from the date on which the application was received.,Rende une décision sur une demande de radiation donnée dans les 90 jours suivant la date de réception de la demande.,TML,,EML,,,,,,29,,,,,Not published on the web,Non publié sur le web,Not applicable,Non applicable,dfatd-maecd,126,Global Affairs Canada,Affaires mondiales Canada,2023-2024_126_SRV03158,8501,,,Not applicable,
11247,2023-2024,SRV02843,Digital Communications and Design Support,Communications numériques et aide à la conception,STAN00005204,Not applicable.,Sans object.,TML,,ONL,,,,,,,,Tool to track volumes in development.,Outil de suivi des volumes en cours de développement.,,Not published on the web,Non publié sur le web,Not applicable,Non applicable,dfatd-maecd,126,Global Affairs Canada,Affaires mondiales Canada,2023-2024_126_SRV02843,,No,No defined service standard; Tool to track volumes in development,Not applicable,
11254,2023-2024,1683,Missions Operations,Opérations des missions,STAN00005253,"Service Level Agreements with the missions on three business lines (Finances, Contracting and Procurement and Locally Engaged Staff, Human Resources staffing)","Ententes de service avec les missions pour trois lignes de services (Finances, Contrats et approvisionnements et dotation en Ressources Humaines des Employés Recrutés sur Place)",TML,,TEL,,,,,,,,Tool to track volumes in development.,Outil de suivi des volumes en cours de développement.,,Not published on the web,Non publié sur le web,Not applicable,Non applicable,dfatd-maecd,126,Global Affairs Canada,Affaires mondiales Canada,2023-2024_126_1683,,,Tool to track volumes in development,Not applicable,
11255,2023-2024,1683,Missions Operations,Opérations des missions,STAN00005254,"Service Level Agreements with the missions on three business lines (Finances, Contracting and Procurement and Locally Engaged Staff, Human Resources staffing)","Ententes de service avec les missions pour trois lignes de services (Finances, Contrats et approvisionnements et dotation en Ressources Humaines des Employés Recrutés sur Place)",ACY,,ONL,,,,,,,,Tool to track volumes in development.,Outil de suivi des volumes en cours de développement.,,Not published on the web,Non publié sur le web,Not applicable,Non applicable,dfatd-maecd,126,Global Affairs Canada,Affaires mondiales Canada,2023-2024_126_1683,,,Tool to track volumes in development,Not applicable,
11256,2023-2024,SRV03240,Speechwriting,Rédaction de discours,8507,"3 to 5 min /6-10 min speec,  Recorded video speech : Between 5 to 10 business days",Discours 3-5 min; Discours 6 to 10 min; Discours enregistré sur vidéo; entre 5 à 10 jours ouvrables,ACY,,PERSON,,,,,,,,Tool to track volumes in development.,Outil de suivi des volumes en cours de développement.,,Not published on the web,Non publié sur le web,Not applicable,Non applicable,dfatd-maecd,126,Global Affairs Canada,Affaires mondiales Canada,2023-2024_126_SRV03240,8507,,Tool to track volumes in development,Not applicable,
11257,2023-2024,SRV03219,Support the TCS clients (external) and the TCS Network (internal) with the Canadian Technology Accelerator applications (external) and assessments (internal),Accélérateurs technologiques canadiens - support aux clients du SDC (externe) et au réseau interne,STAN00005869,External: Selected and non-selected applicants will be notified no later than 5 weeks from the stated deadline. Non-selected applicants will receive written feedback with the reason(s) for their rejection. Internal: Assessment Forms templates  ready 48 hours after the closure of the recruitment period,Externe : Les candidats sélectionnés et non sélectionnés seront informés au plus tard 5 semaines après la date limite indiquée. Les candidats non sélectionnés recevront un retour d'information écrit indiquant la ou les raisons de leur rejet. Interne : Les modèles de formulaires d'évaluation sont prêts 48 heures après la clôture de la période de recrutement.,TML,,EML,,,,,600,600,1,,,,Not published on the web,Non publié sur le web,Not applicable,Non applicable,dfatd-maecd,126,Global Affairs Canada,Affaires mondiales Canada,2023-2024_126_SRV03219,,,,Not applicable,
11259,2023-2024,SRV03144,Strategic communications,Communications stratégiques,8758,Comm recommendations memos/TB Sub,Conseils de communication pour mémos et soumission au CT,ACY,,EML,,,,,,,,,,,Not published on the web,Non publié sur le web,Not applicable,Non applicable,dfatd-maecd,126,Global Affairs Canada,Affaires mondiales Canada,2023-2024_126_SRV03144,8758,,,Not applicable,
11260,2023-2024,SRV02840,Web services,Services web,STAN00005200,Provide access to visitors via our public and internal facing websites (employees) about Global Affairs Canada's services and information available  We also provide web publishing and communication services to the department.,Fournir un accès aux visiteurs via nos sites Web publics et internes (employés) sur les services et les informations disponibles d'Affaires mondiales Canada Nous fournissons également des services de publication et de communication Web au ministère.,OTH,,ONL,,,,,,,,,,,Not published on the web,Non publié sur le web,Not applicable,Non applicable,dfatd-maecd,126,Global Affairs Canada,Affaires mondiales Canada,2023-2024_126_SRV02840,,,,Not applicable,
11271,2023-2024,747,Access to Information and Privacy,Accès à l'information et  la protection des renseignements personnels,455,"Legal response time of 30 calendar days from the date of receipt of an official request, or within the extended deadline",Un délai légal de 30 jours civils à compter de la réception d’une demande officielle ou lorsqu'une prorogation était demandée,TML,,OTH,"The request is processed and meets (or does not meet) the legislated requirements. This is based on the date the response is provided regardless of the channel being used. For detailed information, please view the Access to Information Act and Privacy Act Annual Reports","La demande est traitée et satisfait (ou ne satisfait pas) aux exigences de la Loi. Ceci est basé sur la date à laquelle la réponse est fournie, quel que soit le canal utilisé. Pour des renseignements détaillés, veuillez consulter les rapports annuels sur la Loi sur l’accès à l’information et sur la Loi sur la protection des renseignements personnels.",,,,,,,,,https://www.canada.ca/en/health-canada/corporate/about-health-canada/activities-responsibilities/access-information-privacy.html,https://www.canada.ca/fr/sante-canada/organisation/a-propos-sante-canada/activites-responsabilites/acces-information-protection-renseignements-personnels.html,Not applicable,Not applicable,hc-sc,127,Health Canada,Santé Canada,2023-2024_127_747,,,The request is processed and meets (or does not meet) the legislated requirements,Not applicable,
11280,2023-2024,SRV02864,Employee Assistance Services,Services d’aide aux employés,STAN00005241,Provision of psycho-social trauma response services as per best practice (within 72 hours) but ultimately depending on the particulars of the situation (e.g. requiring travel to a remote locale might extend timelines),"Fourniture de services d’intervention en cas de traumatisme psychosocial conformément à la meilleure pratique (dans les 72 heures) mais en fonction des particularités de la situation (par exemple, l’exigence de se rendre dans un lieu éloigné pourrait prolonger le délai)",TML,,PERSON,Case by case basis.,Cas par cas,,,42,49,0.8571,,,,https://,https://,Not applicable,Not applicable,hc-sc,127,Health Canada,Santé Canada,2023-2024_127_SRV02864,,,,Not applicable,
11795,2023-2024,1506,NFB Archives,ONF Archives,1509,Respond to clients within three business days of receiving their initial inquiries.,Répondre aux clients dans les trois jours ouvrables qui suivent la requête initiale.,TML,,OTH,,,,,,,,,,,There is no departmental webpage where the service standards and targets are published.,Il n'y a pas de page Web ministérielle (Canada.ca) où les normes relatives aux services et les cibles sont publiées.,,,nfb-onf,223,National Film Board,Office national du film,2023-2024_223_1506,,,,,
11796,2023-2024,1506,NFB Archives,ONF Archives,1511,Deliver physical materials to clients within six business days,Fournir le matériel physique aux clients dans un délai de six jours ouvrables.,TML,,OTH,,,,,,,,,,,There is no departmental webpage where the service standards and targets are published.,Il n'y a pas de page Web ministérielle (Canada.ca) où les normes relatives aux services et les cibles sont publiées.,,,nfb-onf,223,National Film Board,Office national du film,2023-2024_223_1506,,,,,
11797,2023-2024,1506,NFB Archives,ONF Archives,2686,"Deliver clients the materials that they have ordered and need for editing, by means of high-quality technical transfers, with no errors in the stock shots or time code, and within the agreed deadlines.","Livrer aux clients le matériel commandé nécessaire au montage, dans un transfert technique de haute qualité, sans erreurs de plans ou de codes temporels, et dans les délais prescrits.",ACY,,OTH,,,,,,,,,,,There is no departmental webpage where the service standards and targets are published.,Il n'y a pas de page Web ministérielle (Canada.ca) où les normes relatives aux services et les cibles sont publiées.,,,nfb-onf,223,National Film Board,Office national du film,2023-2024_223_1506,,,,,
11798,2023-2024,2641,CAMPUS - Individual subscription,CAMPUS - Abonnement individuel,4135,The customer receives the subscription to CAMPUS as soon as the transaction is completed online and is satisfied with it.,"Dès que la transaction est conclue en ligne, le client obtient l’abonnement de CAMPUS et en est satisfait.",ACY,,ONL,,,,,,,,,,,There is no departmental webpage where this service standard is published.,Il n'y a pas de page Web ministérielle où cette norme de service est publiée.,,,nfb-onf,223,National Film Board,Office national du film,2023-2024_223_2641,,,,,
11799,2023-2024,2642,Access to intormation and Privacy,Accès à l'information et protection des renseignements personnels,1992,The legislated timeframe for responding to an access to information request or a request for personal information is 30 days.,Le délai prescrit par la loi pour répondre aux demandes d’accès à l’information et de communication de renseignements personnels est de 30 jours civils.,TML,,ONL,,,,,,,,,,,https://www.canada.ca/en/national-film-board/corporate/publications/plans-reports/access-information-privacy.html,https://www.canada.ca/fr/office-national-film/organisation/publications/plans-rapports/acces-information-protection-renseignements-personnels.html,,,nfb-onf,223,National Film Board,Office national du film,2023-2024_223_2642,,,,,
11800,2023-2024,2642,NFB.ca-Digital Store,ONF.ca-Boutique numérique,4138,The customer receives the product as soon as the transaction is completed on the Digital Store and is satisfied with it.,"Dès que la transaction est conclue sur la boutique numérique, le client obtient le produit et en est satisfait.",ACY,,ONL,,,,,,,,,,,There is no departmental webpage where this service standard is published.,Il n'y a pas de page Web ministérielle où cette norme de service est publiée.,,,nfb-onf,223,National Film Board,Office national du film,2023-2024_223_2642,,,,,
11801,2023-2024,1526,Public Screenings,Projections publiques,1946,Respond to clients within three business days of receiving their initial inquiries.,Répondre aux clients dans les trois jours ouvrables qui suivent la requête initiale.,TML,,OTH,,,,,,,,,,,There is no departmental webpage where this service standard is published.,Il n'y a pas de page Web ministérielle où cette norme de service est publiée.,,,nfb-onf,223,National Film Board,Office national du film,2023-2024_223_1526,,,,,
11802,2023-2024,1526,Public Screenings,Projections publiques,1948,"Send each client a copy of the film as specified in the request, in the requested format and of the best possible quality for the screening.","Soumettre aux clients la copie du film tel qu’il a été spécifié dans la requête, conforme au format attendu et de la meilleure qualité possible pour la projection.",ACY,,OTH,,,,,,,,,,,There is no departmental webpage where this service standard is published.,Il n'y a pas de page Web ministérielle où cette norme de service est publiée.,,,nfb-onf,223,National Film Board,Office national du film,2023-2024_223_1526,,,,,
11803,2023-2024,1728,Access to intormation and Privacy,Accès à l'information et protection des renseignements personnels,1992,The legislated timeframe for responding to an access to information request or a request for personal information is 30 days.,Le délai prescrit par la loi pour répondre aux demandes d’accès à l’information et de communication de renseignements personnels est de 30 jours civils.,TML,,ONL,,,,,,,,,,,https://www.canada.ca/en/national-film-board/corporate/publications/plans-reports/access-information-privacy.html,https://www.canada.ca/fr/office-national-film/organisation/publications/plans-rapports/acces-information-protection-renseignements-personnels.html,,,nfb-onf,223,National Film Board,Office national du film,2023-2024_223_1728,,,,,
11888,2023-2024,2617,Industry Energy Management Programs,Programmes de gestion de l'énergie industrielle,5960,Acknowledging receipt of proposal (5 business days),Accusé de réception de la proposition (5 jours ouvrables),TML,,ONL,,,,,0,0,,Percentage of outcome numbers not provided,Pourcentage de résultats non communiqués,,https://www.nrcan.gc.ca/transparency/reporting-and-accountability/plans-and-performance-reports/service-standards-for-transfer-payment-programs/22265,https://www.rncan.gc.ca/transparence/rapports-et-responsabilisation/plans-et-rapports-sur-le-rendement/standards-de-service-pour-les-programmes-de-paiement-de-transfert-propre/22266,,,nrcan-rncan,134,Natural Resources Canada,Ressources naturelles Canada,2023-2024_134_2617,5960,,Percentage of outcome numbers not provided,,
11889,2023-2024,2617,Industry Energy Management Programs,Programmes de gestion de l'énergie industrielle,5961,Providing funding decision (105 calendar days),Fournir une décision de financement (105 jours civils),TML,,ONL,,,,,0,0,,Percentage of outcome numbers not provided,Pourcentage de résultats non communiqués,,https://www.nrcan.gc.ca/transparency/reporting-and-accountability/plans-and-performance-reports/service-standards-for-transfer-payment-programs/22265,https://www.rncan.gc.ca/transparence/rapports-et-responsabilisation/plans-et-rapports-sur-le-rendement/standards-de-service-pour-les-programmes-de-paiement-de-transfert-propre/22266,,,nrcan-rncan,134,Natural Resources Canada,Ressources naturelles Canada,2023-2024_134_2617,5961,,Percentage of outcome numbers not provided,,
11890,2023-2024,2617,Industry Energy Management Programs,Programmes de gestion de l'énergie industrielle,5962,Issuing payment (30 business days),Émission de paiement (30 jours ouvrables),TML,,ONL,,,,,0,0,,Percentage of outcome numbers not provided,Pourcentage de résultats non communiqués,,https://www.nrcan.gc.ca/transparency/reporting-and-accountability/plans-and-performance-reports/service-standards-for-transfer-payment-programs/22265,https://www.rncan.gc.ca/transparence/rapports-et-responsabilisation/plans-et-rapports-sur-le-rendement/standards-de-service-pour-les-programmes-de-paiement-de-transfert-propre/22266,,,nrcan-rncan,134,Natural Resources Canada,Ressources naturelles Canada,2023-2024_134_2617,5962,,Percentage of outcome numbers not provided,,
11891,2023-2024,2914,Canada Greener Homes Initiative,Initiative canadienne pour des maisons plus vertes,5957,Acknowledging receipt of proposal (5 business days),Accusé de réception de la proposition (5 jours ouvrables),TML,,ONL,,,,,0,0,,percentage of outcome numbers not provided,Pourcentage de résultats non communiqués,,https://www.nrcan.gc.ca/transparency/reporting-and-accountability/plans-and-performance-reports/service-standards-for-transfer-payment-programs/22265,https://www.rncan.gc.ca/transparence/rapports-et-responsabilisation/plans-et-rapports-sur-le-rendement/standards-de-service-pour-les-programmes-de-paiement-de-transfert-propre/22266,,,nrcan-rncan,134,Natural Resources Canada,Ressources naturelles Canada,2023-2024_134_2914,5957,,Percentage of outcome numbers not provided,,
11892,2023-2024,2914,Canada Greener Homes Initiative,Initiative canadienne pour des maisons plus vertes,5958,Providing funding decision (105 calendar days),Fournir une décision de financement (105 jours civils),TML,,ONL,,,,,0,0,,percentage of outcome numbers not provided,Pourcentage de résultats non communiqués,,https://www.nrcan.gc.ca/transparency/reporting-and-accountability/plans-and-performance-reports/service-standards-for-transfer-payment-programs/22265,https://www.rncan.gc.ca/transparence/rapports-et-responsabilisation/plans-et-rapports-sur-le-rendement/standards-de-service-pour-les-programmes-de-paiement-de-transfert-propre/22266,,,nrcan-rncan,134,Natural Resources Canada,Ressources naturelles Canada,2023-2024_134_2914,5958,,Percentage of outcome numbers not provided,,
11893,2023-2024,2914,Canada Greener Homes Initiative,Initiative canadienne pour des maisons plus vertes,5959,Issuing payment (30 business days),Émission de paiement (30 jours ouvrables),TML,,ONL,,,,,0,0,,percentage of outcome numbers not provided,Pourcentage de résultats non communiqués,,https://www.nrcan.gc.ca/transparency/reporting-and-accountability/plans-and-performance-reports/service-standards-for-transfer-payment-programs/22265,https://www.rncan.gc.ca/transparence/rapports-et-responsabilisation/plans-et-rapports-sur-le-rendement/standards-de-service-pour-les-programmes-de-paiement-de-transfert-propre/22266,,,nrcan-rncan,134,Natural Resources Canada,Ressources naturelles Canada,2023-2024_134_2914,5959,,Percentage of outcome numbers not provided,,
11894,2023-2024,3606,Multi-Partner Research Initiative,Initiative de recherche multipartenaire,8608,Acknowledging receipt of proposal (5 business days),Accusé de réception de la proposition (5 jours ouvrables),TML,,EML,,,,,54,54,1,,,,https://www.nrcan.gc.ca/transparency/reporting-and-accountability/plans-and-performance-reports/service-standards-for-transfer-payment-programs/22265,https://www.rncan.gc.ca/transparence/rapports-et-responsabilisation/plans-et-rapports-sur-le-rendement/standards-de-service-pour-les-programmes-de-paiement-de-transfert-propre/22266,,,nrcan-rncan,134,Natural Resources Canada,Ressources naturelles Canada,2023-2024_134_3606,8608,,,,
11895,2023-2024,3606,Multi-Partner Research Initiative,Initiative de recherche multipartenaire,8609,Providing funding decision (100 calendar days),Fournir une décision de financement (100 jours ouvrables),TML,,EML,,,,,21,21,1,,,,https://www.nrcan.gc.ca/transparency/reporting-and-accountability/plans-and-performance-reports/service-standards-for-transfer-payment-programs/22265,https://www.rncan.gc.ca/transparence/rapports-et-responsabilisation/plans-et-rapports-sur-le-rendement/standards-de-service-pour-les-programmes-de-paiement-de-transfert-propre/22266,,,nrcan-rncan,134,Natural Resources Canada,Ressources naturelles Canada,2023-2024_134_3606,8609,,,,
11896,2023-2024,3606,Multi-Partner Research Initiative,Initiative de recherche multipartenaire,8610,Issuing payment (30 business days),Émission de paiement (30 jours ouvrables),TML,,EML,,,,,9,9,1,,,,https://www.nrcan.gc.ca/transparency/reporting-and-accountability/plans-and-performance-reports/service-standards-for-transfer-payment-programs/22265,https://www.rncan.gc.ca/transparence/rapports-et-responsabilisation/plans-et-rapports-sur-le-rendement/standards-de-service-pour-les-programmes-de-paiement-de-transfert-propre/22266,,,nrcan-rncan,134,Natural Resources Canada,Ressources naturelles Canada,2023-2024_134_3606,8610,,,,
11920,2023-2024,3613,Enabling Small Modular Reactor Program,Programme facilitant les petits réacteurs modulaires,4017,Issuing payment (30 business days),Émission de paiement (30 jours ouvrables),TML,,EML,No payments issued in 2023-24,Aucun paiement émis en 2023-24,,,0,0,,No payments issued in 2023-24,Aucun paiement émis en 2023-24,,https://natural-resources.canada.ca/transparency/reporting-and-accountability/plans-and-performance-reports/natural-resources-canadas-service-standards-for-transfer-payment-programs/22265,https://ressources-naturelles.canada.ca/transparence/rapports-et-responsabilisation/plans-et-rapports-sur-le-rendement/normes-de-service-pour-les-programmes-de-paiement-de-transfert-propre-au-ministere-de/22266?_gl=1*rot7tl*_ga*MTc0MDI4NTAyMi4xNjc2NTYwOTk4*_ga_C2N57Y7DX5*MTczMDI5MjgyOS4xNDguMS4xNzMwMjkzNjg2LjAuMC4w,,,nrcan-rncan,134,Natural Resources Canada,Ressources naturelles Canada,2023-2024_134_3613,,,No payments issued in 2023-24,,
11942,2023-2024,3242,SmartDriver,Conducteur averti,5856,Acknowledge receipt of general inquiries as soon as possible and no later than 3 business days.,"ccuser réception des demandes générales le plus rapidement possible, sans dépasser 3 jours ouvrables.",TML,,EML,,,,,0,0,,Volume not provided,Volume non communiqué,,https://natural-resources.canada.ca/energy-efficiency/transportation-alternative-fuels/greening-freight-programs/smartdriver-training-series/21048,https://ressources-naturelles.canada.ca/efficacite-energetique/efficacite-energetique-transports-carburants-remplacement/programme-transport-ecoenergetique-marchandises/serie-de-formations-conducteur-averti/21049?_gl=1*1k59g4a*_ga*OTgzNzQxMDIuMTY3MzYzMzYxMw..*_ga_C2N57Y7DX5*MTczMTUyOTQ1OS40Ni4xLjE3MzE1Mjk4NDMuMC4wLjA.,,,nrcan-rncan,134,Natural Resources Canada,Ressources naturelles Canada,2023-2024_134_3242,5856,,Volume not provided,,
11943,2023-2024,3242,SmartDriver,Conducteur averti,5857,Reply to general inquiries and SmartDriver technical questions as soon as possible and no later than 5 business days,"Répondre aux demandes générales  et  aux questions techniques relatives à Conducteur averti le plus rapidement possible, sans dépasser 5 jours ouvrables.",TML,,EML,,,,,0,0,,Volume not provided,Volume non communiqué,,https://natural-resources.canada.ca/energy-efficiency/transportation-alternative-fuels/greening-freight-programs/smartdriver-training-series/21048,https://ressources-naturelles.canada.ca/efficacite-energetique/efficacite-energetique-transports-carburants-remplacement/programme-transport-ecoenergetique-marchandises/serie-de-formations-conducteur-averti/21049?_gl=1*1k59g4a*_ga*OTgzNzQxMDIuMTY3MzYzMzYxMw..*_ga_C2N57Y7DX5*MTczMTUyOTQ1OS40Ni4xLjE3MzE1Mjk4NDMuMC4wLjA.,,,nrcan-rncan,134,Natural Resources Canada,Ressources naturelles Canada,2023-2024_134_3242,,,Volume not provided,,
11944,2023-2024,3242,SmartDriver,Conducteur averti,5858,Respond to Contact Us  inquiries no later than 7 business days.,Répondre aux demandes de la section communiquez avec nous sans dépasser 7 jours ouvrables.,TML,,EML,,,,,0,0,,Volume not provided,Volume non communiqué,,https://natural-resources.canada.ca/energy-efficiency/transportation-alternative-fuels/greening-freight-programs/smartdriver-training-series/21048,https://ressources-naturelles.canada.ca/efficacite-energetique/efficacite-energetique-transports-carburants-remplacement/programme-transport-ecoenergetique-marchandises/serie-de-formations-conducteur-averti/21049?_gl=1*1k59g4a*_ga*OTgzNzQxMDIuMTY3MzYzMzYxMw..*_ga_C2N57Y7DX5*MTczMTUyOTQ1OS40Ni4xLjE3MzE1Mjk4NDMuMC4wLjA.,,,nrcan-rncan,134,Natural Resources Canada,Ressources naturelles Canada,2023-2024_134_3242,5858,,Volume not provided,,
11955,2023-2024,1642,Analysis and Certification of Explosives,Analyse et certification des explosifs,5865,The service standard for Certification at CERL is 12 weeks turn around time (from the receipt of test sample and signature of contract to delivery of report).,La norme de service pour la certification au CERL est de 12 semaines (de la réception de l'échantillon d'essai et de la signature du contrat à la remise du rapport).,TML,,EML,,,,,,,,,,,http://,http://,,,nrcan-rncan,134,Natural Resources Canada,Ressources naturelles Canada,2023-2024_134_1642,,,,,
11969,2023-2024,2604,CIM's Our Earth's Riches Mineral Literacy Installation,Installation Our Earth's Riches de l'ICM pour mieux faire connaître le domaine minier aux jeunes Canadiens,5867,"Providing access to interactive mineral literacy experiences. The interactive mineral literacy experience in the form of an educational digital game is accessible 24 hours a day,  7 days a week, 365 days a year","Accès à des expériences interactives sur les minéraux. L'expérience interactive de connaissance des minéraux, sous la forme d'un jeu numérique éducatif, est accessible 24 heures sur 24, 7 jours sur 7 et 365 jours par an.",ACS,,EML,,,,,,,,,,,http://,http://,,,nrcan-rncan,134,Natural Resources Canada,Ressources naturelles Canada,2023-2024_134_2604,,,,,
11970,2023-2024,2604,CIM's Our Earth's Riches Mineral Literacy Installation,Installation Our Earth's Riches de l'ICM pour mieux faire connaître le domaine minier aux jeunes Canadiens,5945,The interactive mineral literacy experience is 100% accurate,L'expérience interactive sur les minéraux est exacte à 100 %.,ACY,,EML,,,,,,,,,,,http://,http://,,,nrcan-rncan,134,Natural Resources Canada,Ressources naturelles Canada,2023-2024_134_2604,5945,,,,
